NR_CONVENIO;ANO;UNID RESP;MODALIDADE;RP;VINCULAÇÃO;C / D;DESCRIÇÃO RP;AUTOR;PROPOSTA;PROCESSO;CNPJ;PROPONENTES;UF;SITUACAO;SITUACAO DE CONTRATACAO ATUAL;EMPENHADO;PUBLICACAO;OBJETO;CATEGORIA; VL_GLOBAL_CONV; VL_REPASSE_CONV; VL_CONTRAPARTIDA_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIA_LIMITE_PREST_CONTAS;SUB_ROGACAO;ESTADO;NR_EMENDA;NOME_PARLAMENTAR;BENEFICIARIO_EMENDA;IND_IMPOSITIVO;TIPO_PARLAMENTAR; VALOR_REPASSE_PROPOSTA_EMENDA; VALOR_REPASSE_EMENDA
884376;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ZECA DIRCEU / EMENDA 4;003379/2019;21000.050295/2019-53;76.205.962/0001-49;MUNICIPIO DE QUEDAS DO IGUACU;PR;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 352.500,00 ; 300.000,00 ; 52.500,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 21;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;150000;150000
884377;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LUIZ NISHIMORI / EMENDA 1;003162/2019;21000.050361/2019-95;76.282.656/0001-06;MUNICIPIO DE MARINGA;PR;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de trator (Novo).;MÁQUINAS E EQUIPAMENTOS; 325.800,00 ; 200.000,00 ; 125.800,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Paraná;28740001;LUIZ NISHIMORI;0;SIM;INDIVIDUAL;200000;200000
884378;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;005353/2019;21000.051787/2019-66;01.613.093/0001-92;MUNICIPIO DE MONTE SANTO DO TOCANTINS;TO;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de trator.;MÁQUINAS E EQUIPAMENTOS; 141.345,00 ; 141.000,00 ; 345,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
884379;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;RUBENS OTONI / EMENDA 14;003148/2019;21000.049025/2019-08;01.738.772/0001-98;MUNICIPIO DE CAVALCANTE;GO;Convênio Anulado;Convênio Anulado;Normal;não;AQUISIÇÃO DE UM TRATOR AGRÍCOLA, NOVO.;MÁQUINAS E EQUIPAMENTOS; 134.900,00 ; 130.000,00 ; 4.900,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 3;Goiás;19600014;RUBENS OTONI;0;SIM;INDIVIDUAL;130000;130000
884380;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;SANDES JUNIOR / EMENDA 11;002628/2019;21000.049074/2019-32;00.163.055/0001-12;MUNICIPIO DE MUNDO NOVO;GO;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de Grade Aradora, Roçadeira, Distribuidor de Calcário, Pulverizador hidráulico, Carreta Tanque, Carreta Basculante, Plantadeira Hidráulica para o municipio de Mundo Novo-Go.;MÁQUINAS E EQUIPAMENTOS; 171.941,99 ; 160.000,00 ; 11.941,99 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Goiás;19610011;SANDES JUNIOR;0;SIM;INDIVIDUAL;160000;160000
884381;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LUIZ NISHIMORI / EMENDA 1;002604/2019;21000.050382/2019-19;78.200.482/0001-10;MUNICIPIO DE SARANDI;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Mecanização Agrícola.;MÁQUINAS E EQUIPAMENTOS; 151.541,66 ; 100.000,00 ; 51.541,66 ;31/12/2019;30/4/2022;29/6/2022;Lote 6;Paraná;28740001;LUIZ NISHIMORI;0;SIM;INDIVIDUAL;100000;100000
884382;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;004421/2019;21000.050409/2019-65;75.845.495/0001-59;MUNICIPIO DE FLORESTOPOLIS;PR;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada Nova;MÁQUINAS E EQUIPAMENTOS; 122.400,00 ; 120.000,00 ; 2.400,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;120000;120000
884383;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;005238/2019;21000.050426/2019-01;76.020.452/0001-05;MUNICIPIO DA LAPA;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de trator agrícola;MÁQUINAS E EQUIPAMENTOS; 124.775,00 ; 120.000,00 ; 4.775,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 2;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;120000;120000
884385;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;004896/2019;21000.050440/2019-04;76.205.640/0001-08;MUNICIPIO DE DOIS VIZINHOS;PR;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;AQUISIÇÃO DE CAMINHÃO BAÚ;MÁQUINAS E EQUIPAMENTOS; 151.400,00 ; 120.000,00 ; 31.400,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 1;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;120000;120000
884387;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PEDRO CHAVES / EMENDA 1;002302/2019;21000.049100/2019-22;25.105.255/0001-40;MUNICIPIO DE COLINAS DO SUL;GO;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de Trator Agricola, Grade aradora, e Carreta Agricola para o municipio de Colinas do Sul-Go.;MÁQUINAS E EQUIPAMENTOS; 155.550,00 ; 150.000,00 ; 5.550,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Goiás;36720001;PEDRO CHAVES;0;SIM;INDIVIDUAL;150000;150000
884388;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;006025/2019;21000.050450/2019-31;76.973.692/0001-16;MUNICIPIO DE QUERENCIA DO NORTE;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;AQUISIÇÃO DE MÁQUINA AGRÍCOLA;MÁQUINAS E EQUIPAMENTOS; 120.000,00 ; 118.200,00 ; 1.800,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 2;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;120000;118200
884389;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PEDRO CHAVES / EMENDA 1;001933/2019;21000.049102/2019-11;26.873.059/0001-88;MUNICIPIO DE GUARAITA;GO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Trator Agrícola de Pneus.;MÁQUINAS E EQUIPAMENTOS; 126.644,96 ; 121.774,00 ; 4.870,96 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Goiás;36720001;PEDRO CHAVES;0;SIM;INDIVIDUAL;121774;121774
884390;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;000809/2019;21000.050454/2019-10;80.542.764/0001-48;MUNICIPIO DE PORECATU;PR;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de Trator Agrícola Novo.;MÁQUINAS E EQUIPAMENTOS; 145.300,00 ; 140.000,00 ; 5.300,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;140000;140000
884392;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ALIEL MACHADO / EMENDA 1;002564/2019;21000.050546/2019-08;76.175.918/0001-33;MUNICIPIO DE IVAI;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de uma Escavadeira Hidráulica.;MÁQUINAS E EQUIPAMENTOS; 521.000,00 ; 250.000,00 ; 271.000,00 ;31/12/2019;26/4/2022;25/6/2022;Lote 2;Paraná;30410001;ALIEL MACHADO;0;SIM;INDIVIDUAL;250000;250000
884393;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ALIEL MACHADO / EMENDA 1;004851/2019;21000.050566/2019-71;77.774.859/0001-82;MUNICIPIO DE REBOUCAS;PR;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de equipamentos agrícolas.;MÁQUINAS E EQUIPAMENTOS; 140.059,00 ; 120.000,00 ; 20.059,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 21;Paraná;30410001;ALIEL MACHADO;0;SIM;INDIVIDUAL;120000;120000
884395;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ALIEL MACHADO / EMENDA 1;002620/2019;21000.050578/2019-03;95.585.444/0001-42;MUNICIPIO DE HONORIO SERPA;PR;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de máquinas agrícolas.;MÁQUINAS E EQUIPAMENTOS; 182.710,00 ; 120.000,00 ; 62.710,00 ;31/12/2019;30/6/2022;29/8/2022;Lote 6;Paraná;30410001;ALIEL MACHADO;0;SIM;INDIVIDUAL;120000;120000
884547;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;IRAJA ABREU / EMENDA 1;002846/2019;21000.051905/2019-36;37.425.451/0001-80;MUNICIPIO DE ABREULANDIA;TO;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de um Trator Agrícola.;MÁQUINAS E EQUIPAMENTOS; 141.665,00 ; 141.000,00 ; 665,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 25;Tocantins;26910001;IRAJA ABREU;0;SIM;INDIVIDUAL;141000;141000
885016;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO ABI-ACKEL / EMENDA 6;003360/2019;21000.048905/2019-59;16.816.522/0001-04;MUNICIPIO DE JAGUARACU;MG;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 465.000,00 ; 300.000,00 ; 165.000,00 ;31/12/2019;2/7/2023;31/8/2023;Lote 6;Minas Gerais;24870006;PAULO ABI-ACKEL;0;SIM;INDIVIDUAL;300000;300000
885026;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO ABI-ACKEL / EMENDA 6;005212/2019;21000.048941/2019-12;18.334.300/0001-72;MUNICIPIO DE CONCEICAO DE IPANEMA;MG;Prestação de Contas em Complementação;Prestação de Contas em Complementação;Normal;sim;Aquisição de Rolo Compactador;MÁQUINAS E EQUIPAMENTOS; 259.550,00 ; 250.000,00 ; 9.550,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Minas Gerais;24870006;PAULO ABI-ACKEL;0;SIM;INDIVIDUAL;250000;250000
885110;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCUS PESTANA / EMENDA 2;004910/2019;21000.049197/2019-73;18.296.640/0001-56;MUNICIPIO DE BIQUINHAS;MG;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de uma Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 640.306,74 ; 600.000,00 ; 40.306,74 ;31/12/2019;31/7/2022;29/9/2022;Lote 21;Minas Gerais;27630002;MARCUS PESTANA;0;SIM;INDIVIDUAL;600000;600000
885130;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCUS PESTANA / EMENDA 2;001669/2019;21000.049284/2019-21;18.338.285/0001-30;MUNICIPIO DE SANTANA DO GARAMBEU;MG;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 258.391,12 ; 250.000,00 ; 8.391,12 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Minas Gerais;27630002;MARCUS PESTANA;0;SIM;INDIVIDUAL;250000;250000
885156;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PADRE JOAO / EMENDA 10;005276/2019;21000.049443/2019-97;18.348.748/0001-45;MUNICIPIO DE ITINGA;MG;Prestação de Contas enviada para Análise;Aguardando Prestação de Contas;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 217.800,00 ; 115.000,00 ; 102.800,00 ;31/12/2019;30/6/2022;29/8/2022;Lote 6;Minas Gerais;27640010;PADRE JOAO;0;SIM;INDIVIDUAL;115000;115000
885161;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PADRE JOAO / EMENDA 10;002726/2019;21000.049551/2019-60;18.385.088/0001-72;MUNICIPIO DE MANHUACU;MG;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 361.000,00 ; 180.000,00 ; 181.000,00 ;31/12/2019;6/11/2023;5/1/2024;Lote 6;Minas Gerais;27640010;PADRE JOAO;0;SIM;INDIVIDUAL;180000;180000
885166;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PADRE JOAO / EMENDA 10;005539/2019;21000.049647/2019-28;18.392.522/0001-41;MUNICIPIO DE LAJINHA;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 252.150,00 ; 250.000,00 ; 2.150,00 ;31/12/2019;30/4/2023;29/6/2023;Lote 6;Minas Gerais;27640010;PADRE JOAO;0;SIM;INDIVIDUAL;250000;250000
885174;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PADRE JOAO / EMENDA 10;003798/2019;21000.049662/2019-76;18.404.848/0001-41;MUNICIPIO DE CARAI;MG;Prestação de Contas em Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de um Caminhão para desenvolvimento do setor agropecuário no município de Caraí/MG.;MÁQUINAS E EQUIPAMENTOS; 214.960,00 ; 130.000,00 ; 84.960,00 ;31/12/2019;26/12/2022;24/2/2023;Lote 6;Minas Gerais;27640010;PADRE JOAO;0;SIM;INDIVIDUAL;130000;130000
885177;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PADRE JOAO / EMENDA 10;006641/2019;21000.049666/2019-54;18.414.615/0001-20;MUNICIPIO DE COMERCINHO;MG;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de equipamento agrícola, para o Município de Comercinho/MG.;MÁQUINAS E EQUIPAMENTOS; 185.378,36 ; 94.900,00 ; 90.478,36 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Minas Gerais;27640010;PADRE JOAO;0;SIM;INDIVIDUAL;100000;94900
885181;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;RENZO BRAZ / EMENDA 9;006126/2019;21000.049740/2019-32;18.114.256/0001-95;MUNICIPIO DE CAIANA;MG;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 217.000,00 ; 150.000,00 ; 67.000,00 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Minas Gerais;27650009;RENZO BRAZ;0;SIM;INDIVIDUAL;150000;150000
885183;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ZE SILVA / EMENDA 19;004791/2019;21000.050073/2019-31;01.609.780/0001-34;MUNICIPIO DE VARJAO DE MINAS;MG;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;AQUISIÇÃO DE MECANIZAÇÃO AGRÍCOLA;MÁQUINAS E EQUIPAMENTOS; 100.200,00 ; 100.000,00 ; 200,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Minas Gerais;27690019;ZE SILVA;0;SIM;INDIVIDUAL;100000;100000
885194;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ZE SILVA / EMENDA 19;005958/2019;21000.050205/2019-24;26.042.515/0001-48;MUNICIPIO DE CARNEIRINHO;MG;Aguardando Prestação de Contas;Em execução;Normal;sim;AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS;MÁQUINAS E EQUIPAMENTOS; 223.290,00 ; 150.000,00 ; 73.290,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 21;Minas Gerais;27690019;ZE SILVA;0;SIM;INDIVIDUAL;250000;150000
885199;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ZE SILVA / EMENDA 19;002008/2019;21000.050214/2019-15;26.042.515/0001-48;MUNICIPIO DE CARNEIRINHO;MG;Aguardando Prestação de Contas;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 211.500,00 ; 100.000,00 ; 111.500,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 21;Minas Gerais;27690019;ZE SILVA;0;SIM;INDIVIDUAL;250000;100000
885203;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AECIO NEVES / EMENDA 4;044070/2019;21000.064545/2019-32;18.303.156/0001-07;MUNICIPIO DE CONCEICAO DO MATO DENTRO;MG;Aguardando Prestação de Contas;Em execução;Normal;sim;Patrulha mecanizada.;MÁQUINAS E EQUIPAMENTOS; 848.333,33 ; 400.000,00 ; 448.333,33 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Minas Gerais;28890004;AECIO NEVES;0;SIM;INDIVIDUAL;400000;400000
885255;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;CARLOS MELLES / EMENDA 7;001169/2019;21000.050529/2019-62;66.230.384/0001-47;MUNICIPIO DE JAMPRUCA;MG;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 360.750,00 ; 350.000,00 ; 10.750,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Minas Gerais;31550007;CARLOS MELLES;0;SIM;INDIVIDUAL;350000;350000
885264;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MAURO LOPES / EMENDA 2;005691/2019;21000.050536/2019-64;18.085.563/0001-95;MUNICIPIO DE AGUA BOA;MG;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINA E EQUIPAMENTO PARA LIMPEZA E CONSERVAÇÃO DE ESTRADAS VICINAIS.;MÁQUINAS E EQUIPAMENTOS; 225.866,67 ; 150.000,00 ; 75.866,67 ;31/12/2019;22/7/2023;20/9/2023;Lote 6;Minas Gerais;32970002;MAURO LOPES;0;SIM;INDIVIDUAL;150000;150000
885274;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MAURO LOPES / EMENDA 2;006047/2019;21000.050575/2019-61;18.392.522/0001-41;MUNICIPIO DE LAJINHA;MG;Aguardando Prestação de Contas;Aguardando Prestação de Contas;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 158.500,00 ; 150.000,00 ; 8.500,00 ;31/12/2019;30/9/2022;29/11/2022;Lote 6;Minas Gerais;32970002;MAURO LOPES;0;SIM;INDIVIDUAL;150000;150000
885279;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;JULIO DELGADO / EMENDA 15;044068/2019;21000.064547/2019-21;17.710.096/0001-84;MUNICIPIO DE ESTRELA DALVA;MG;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Máquinas e equipamentos agrícolas.;MÁQUINAS E EQUIPAMENTOS; 250.269,65 ; 250.000,00 ; 269,65 ;31/12/2019;30/4/2021;29/6/2021;Lote 21;Minas Gerais;36820015;JULIO DELGADO;0;SIM;INDIVIDUAL;250000;250000
885284;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;JULIO DELGADO / EMENDA 15;006668/2019;21000.050927/2019-89;18.414.615/0001-20;MUNICIPIO DE COMERCINHO;MG;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de caminhão basculante 0 km, para o Município de Comercinho/MG.;MÁQUINAS E EQUIPAMENTOS; 447.708,22 ; 238.750,00 ; 208.958,22 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Minas Gerais;36820015;JULIO DELGADO;0;SIM;INDIVIDUAL;250000;238750
885975;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ROBERTO REQUIAO / EMENDA 16;000995/2019;21000.050079/2019-16;76.285.345/0001-09;MUNICIPIO DE MANDAGUARI;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de pá carregadeira;MÁQUINAS E EQUIPAMENTOS; 456.000,00 ; 300.000,00 ; 156.000,00 ;31/12/2019;30/6/2022;29/8/2022;Lote 6;Paraná;22810016;ROBERTO REQUIAO;0;SIM;INDIVIDUAL;300000;300000
885980;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GONZAGA PATRIOTA / EMENDA 2;000951/2019;21000.050390/2019-57;01.613.731/0001-75;MUNICIPIO DE LAGOA GRANDE;PE;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 128.416,25 ; 119.500,00 ; 8.916,25 ;31/12/2019;29/7/2022;27/9/2022;Lote 6;Pernambuco;12180002;GONZAGA PATRIOTA;0;SIM;INDIVIDUAL;120000;119500
885981;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GONZAGA PATRIOTA / EMENDA 2;002853/2019;21000.050451/2019-86;10.113.710/0001-81;MUNICIPIO DE CABROBO;PE;Convênio Anulado;Convênio Anulado;Normal;não;Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 250.800,00 ; 240.000,00 ; 10.800,00 ;31/12/2019;28/10/2021;27/12/2021;Lote 3;Pernambuco;12180002;GONZAGA PATRIOTA;0;SIM;INDIVIDUAL;240000;240000
885982;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MENDONCA FILHO / EMENDA 1;002897/2019;21000.051599/2019-38;10.120.962/0001-38;MUNICIPIO DE BARRA DE GUABIRABA;PE;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 326.500,00 ; 250.000,00 ; 76.500,00 ;31/12/2019;31/12/2021;1/3/2022;Lote 21;Pernambuco;32990001;MENDONCA FILHO;0;SIM;INDIVIDUAL;250000;250000
885984;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;CARLOS MANATO / EMENDA 1;001606/2019;21000.048944/2019-56;27.165.588/0001-90;MUNICIPIO DE CACHOEIRO DE ITAPEMIRIM;ES;Prestação de Contas enviada para Análise;Prestação de Contas Iniciada Por Antecipação;Normal;sim;Aquisição de Maquina.;MÁQUINAS E EQUIPAMENTOS; 495.000,00 ; 200.000,00 ; 295.000,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Espírito Santo;14130001;CARLOS MANATO;0;SIM;INDIVIDUAL;200000;200000
885986;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;EVAIR VIEIRA DE MELO / EMENDA 15;002654/2019;21000.048971/2019-29;27.165.638/0001-39;MUNICIPIO DE CASTELO;ES;Prestação de Contas em Análise;Prestação de Contas em Complementação;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 442.700,00 ; 400.000,00 ; 42.700,00 ;31/12/2019;30/6/2022;29/8/2022;Lote 3;Espírito Santo;14130001;CARLOS MANATO;0;SIM;INDIVIDUAL;200000;200000
885987;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;CARLOS MANATO / EMENDA 1;005381/2019;21000.048982/2019-17;27.165.687/0001-71;MUNICIPIO DE MUNIZ FREIRE;ES;Aguardando Prestação de Contas;Em execução;Normal;sim;Aquisição de patrulha mecanizada para atender os produtores rurais do município de Muniz Freire-ES.;MÁQUINAS E EQUIPAMENTOS; 103.500,00 ; 100.000,00 ; 3.500,00 ;31/12/2019;31/12/2022;1/3/2023;Lote 6;Espírito Santo;14130001;CARLOS MANATO;0;SIM;INDIVIDUAL;100000;100000
885988;2019;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GLEISI HOFFMANN / EMENDA 1;005339/2019;21000.050418/2019-56;75.845.503/0001-67;MUNICIPIO DE CENTENARIO DO SUL;PR;Prestação de Contas em Análise;Prestação de Contas em Análise;Normal;sim;Aquisição de Patrulha Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 124.900,00 ; 120.000,00 ; 4.900,00 ;31/12/2019;29/6/2022;28/8/2022;Lote 21;Paraná;29110001;GLEISI HOFFMANN;0;SIM;INDIVIDUAL;120000;120000
